20,20,OKLAHOMA,40,2010,1,Lightning,C,119,PAYNE,0,0,0,0,75000,0,,
20,20,OKLAHOMA,40,2010,1,Hail,C,23,CHOCTAW,0,0,0,0,0,0,1,
20,20,OKLAHOMA,40,2010,1,Hail,C,87,MCCLAIN,0,0,0,0,0,0,1,
20,20,OKLAHOMA,40,2010,1,Hail,C,23,CHOCTAW,0,0,0,0,0,0,1,
20,20,OKLAHOMA,40,2010,1,Hail,C,27,CLEVELAND,0,0,0,0,0,0,1,
20,20,OKLAHOMA,40,2010,1,Hail,C,27,CLEVELAND,0,0,0,0,0,0,1,
20,20,OKLAHOMA,40,2010,1,Lightning,C,49,GARVIN,0,0,0,0,75000,0,,
20,20,OKLAHOMA,40,2010,1,Hail,C,137,STEPHENS,0,0,0,0,0,0,1,
26,26,OKLAHOMA,40,2010,2,Lightning,C,143,TULSA,0,0,0,0,25000,0,,
8,8,OKLAHOMA,40,2010,3,Hail,C,129,ROGER MILLS,0,0,0,0,0,0,1,
8,8,OKLAHOMA,40,2010,3,Tornado,C,129,ROGER MILLS,0,0,0,0,1000000,0,,EF2
8,8,OKLAHOMA,40,2010,3,Tornado,C,39,CUSTER,0,0,0,0,0,0,,EF0
8,8,OKLAHOMA,40,2010,3,Tornado,C,39,CUSTER,0,0,0,0,0,0,,EF0
10,10,OKLAHOMA,40,2010,3,Hail,C,145,WAGONER,0,0,0,0,0,0,0.75,
10,10,OKLAHOMA,40,2010,3,Hail,C,73,KINGFISHER,0,0,0,0,0,0,0.88,
10,10,OKLAHOMA,40,2010,3,Thunderstorm Wind,C,71,KAY,0,0,0,0,0,0,52,
10,10,OKLAHOMA,40,2010,3,Thunderstorm Wind,C,71,KAY,0,1,0,0,0,0,52,
10,10,OKLAHOMA,40,2010,3,Hail,C,71,KAY,0,0,0,0,0,0,1,
10,10,OKLAHOMA,40,2010,3,Hail,C,115,OTTAWA,0,0,0,0,0,0,0.75,
25,25,OKLAHOMA,40,2010,3,Flash Flood,C,97,MAYES,0,0,0,0,0,0,,
25,25,OKLAHOMA,40,2010,3,Flash Flood,C,97,MAYES,0,0,0,0,0,0,,
25,25,OKLAHOMA,40,2010,3,Flash Flood,C,115,OTTAWA,0,0,0,0,0,0,,
25,25,OKLAHOMA,40,2010,3,Flash Flood,C,115,OTTAWA,0,0,0,0,0,0,,
25,25,OKLAHOMA,40,2010,3,Flash Flood,C,41,DELAWARE,0,0,0,0,0,0,,
25,25,OKLAHOMA,40,2010,3,Flash Flood,C,115,OTTAWA,0,0,0,0,0,0,,
27,27,OKLAHOMA,40,2010,3,Hail,C,135,SEQUOYAH,0,0,0,0,0,0,0.75,
27,27,OKLAHOMA,40,2010,3,Thunderstorm Wind,C,79,LE FLORE,0,0,0,0,0,0,52,
2,2,OKLAHOMA,40,2010,4,Thunderstorm Wind,C,33,COTTON,0,0,0,0,0.0,0,56,
2,2,OKLAHOMA,40,2010,4,Thunderstorm Wind,C,33,COTTON,0,0,0,0,0,0,58,
2,2,OKLAHOMA,40,2010,4,Hail,C,31,COMANCHE,0,0,0,0,0,0,1.75,
2,2,OKLAHOMA,40,2010,4,Hail,C,51,GRADY,0,0,0,0,0,0,1,
2,2,OKLAHOMA,40,2010,4,Thunderstorm Wind,C,51,GRADY,0,0,0,0,400000,0,78,
2,2,OKLAHOMA,40,2010,4,Hail,C,51,GRADY,0,0,0,0,0,0,1.75,
2,2,OKLAHOMA,40,2010,4,Thunderstorm Wind,C,17,CANADIAN,0,0,0,0,0,0,52,
2,2,OKLAHOMA,40,2010,4,Thunderstorm Wind,C,87,MCCLAIN,0,0,0,0,0.0,0,61,
2,2,OKLAHOMA,40,2010,4,Thunderstorm Wind,C,87,MCCLAIN,0,0,0,0,0.0,0,65,
2,2,OKLAHOMA,40,2010,4,Thunderstorm Wind,C,109,OKLAHOMA,0,0,0,0,0,0,52,
2,2,OKLAHOMA,40,2010,4,Thunderstorm Wind,C,27,CLEVELAND,0,0,0,0,0.0,0,65,
2,2,OKLAHOMA,40,2010,4,Thunderstorm Wind,C,109,OKLAHOMA,0,0,0,0,4000,0,56,
2,2,OKLAHOMA,40,2010,4,Thunderstorm Wind,C,103,NOBLE,0,0,0,0,0,0,52,
2,2,OKLAHOMA,40,2010,4,Thunderstorm Wind,C,27,CLEVELAND,0,0,0,0,6000,0,52,
2,2,OKLAHOMA,40,2010,4,Thunderstorm Wind,C,27,CLEVELAND,0,0,0,0,0,0,52,
2,2,OKLAHOMA,40,2010,4,Thunderstorm Wind,C,27,CLEVELAND,0,0,0,0,0.0,0,52,
2,2,OKLAHOMA,40,2010,4,Hail,C,109,OKLAHOMA,0,0,0,0,0,0,0.75,
2,2,OKLAHOMA,40,2010,4,Hail,C,27,CLEVELAND,0,0,0,0,0,0,1,
2,2,OKLAHOMA,40,2010,4,Hail,C,27,CLEVELAND,0,0,0,0,0,0,1,
2,2,OKLAHOMA,40,2010,4,Thunderstorm Wind,C,27,CLEVELAND,0,0,0,0,0,0,52,
2,2,OKLAHOMA,40,2010,4,Thunderstorm Wind,C,109,OKLAHOMA,0,0,0,0,0,0,55,
2,2,OKLAHOMA,40,2010,4,Thunderstorm Wind,C,109,OKLAHOMA,0,0,0,0,0.0,0,56,
2,2,OKLAHOMA,40,2010,4,Thunderstorm Wind,C,81,LINCOLN,0,0,0,0,0,0,50,
2,2,OKLAHOMA,40,2010,4,Thunderstorm Wind,C,81,LINCOLN,0,0,0,0,0.0,0,56,
2,2,OKLAHOMA,40,2010,4,Thunderstorm Wind,C,119,PAYNE,0,0,0,0,0.0,0,56,
2,2,OKLAHOMA,40,2010,4,Thunderstorm Wind,C,37,CREEK,0,0,0,0,0,0,70,
2,2,OKLAHOMA,40,2010,4,Thunderstorm Wind,C,113,OSAGE,0,0,0,0,2000,0,52,
2,2,OKLAHOMA,40,2010,4,Thunderstorm Wind,C,117,PAWNEE,0,0,0,0,5000,0,52,
2,2,OKLAHOMA,40,2010,4,Thunderstorm Wind,C,37,CREEK,0,0,0,0,5000,0,52,
2,2,OKLAHOMA,40,2010,4,Thunderstorm Wind,C,147,WASHINGTON,0,0,0,0,5000,0,52,
