9,9,OKLAHOMA,40,2006,1,Hail,C,89,MCCURTAIN,0,0,0,0,0.0,0.0,1,
9,9,OKLAHOMA,40,2006,1,Hail,C,1,ADAIR,0,0,0,0,0.0,0.0,0.88,
12,12,OKLAHOMA,40,2006,1,Hail,C,121,PITTSBURG,0,0,0,0,0.0,0.0,0.75,
12,12,OKLAHOMA,40,2006,1,Hail,C,101,MUSKOGEE,0,0,0,0,0.0,0.0,0.75,
12,12,OKLAHOMA,40,2006,1,Hail,C,61,HASKELL,0,0,0,0,0.0,0.0,0.75,
12,12,OKLAHOMA,40,2006,1,Hail,C,77,LATIMER,0,0,0,0,0.0,0.0,0.88,
12,12,OKLAHOMA,40,2006,1,Hail,C,1,ADAIR,0,0,0,0,0.0,0.0,0.88,
12,12,OKLAHOMA,40,2006,1,Hail,C,61,HASKELL,0,0,0,0,0.0,0.0,1,
12,12,OKLAHOMA,40,2006,1,Hail,C,127,PUSHMATAHA,0,0,0,0,0.0,0.0,0.75,
12,12,OKLAHOMA,40,2006,1,Hail,C,135,SEQUOYAH,0,0,0,0,0.0,0.0,0.75,
12,12,OKLAHOMA,40,2006,1,Hail,C,23,CHOCTAW,0,0,0,0,0.0,0.0,0.75,
12,12,OKLAHOMA,40,2006,1,Thunderstorm Wind,C,23,CHOCTAW,0,0,0,0,0.0,0.0,52,
12,12,OKLAHOMA,40,2006,1,Hail,C,79,LE FLORE,0,0,0,0,0.0,0.0,0.75,
12,12,OKLAHOMA,40,2006,1,Hail,C,79,LE FLORE,0,0,0,0,0.0,0.0,1.75,
12,12,OKLAHOMA,40,2006,1,Hail,C,89,MCCURTAIN,0,0,0,0,0.0,0.0,0.88,
12,12,OKLAHOMA,40,2006,1,Hail,C,79,LE FLORE,0,0,0,0,0.0,0.0,0.88,
12,12,OKLAHOMA,40,2006,1,Hail,C,89,MCCURTAIN,0,0,0,0,0.0,0.0,0.75,
12,12,OKLAHOMA,40,2006,1,Hail,C,89,MCCURTAIN,0,0,0,0,0.0,0.0,0.75,
7,7,OKLAHOMA,40,2006,3,Hail,C,93,MAJOR,0,0,0,0,0.0,0.0,0.75,
7,7,OKLAHOMA,40,2006,3,Hail,C,93,MAJOR,0,0,0,0,0.0,0.0,0.88,
7,7,OKLAHOMA,40,2006,3,Hail,C,93,MAJOR,0,0,0,0,0.0,0.0,1,
7,7,OKLAHOMA,40,2006,3,Hail,C,47,GARFIELD,0,0,0,0,0.0,0.0,1,
7,7,OKLAHOMA,40,2006,3,Hail,C,47,GARFIELD,0,0,0,0,0.0,0.0,1,
7,7,OKLAHOMA,40,2006,3,Hail,C,71,KAY,0,0,0,0,0.0,0.0,1,
8,8,OKLAHOMA,40,2006,3,Hail,C,79,LE FLORE,0,0,0,0,0.0,0.0,0.75,
8,8,OKLAHOMA,40,2006,3,Thunderstorm Wind,C,79,LE FLORE,0,0,0,0,0.0,0.0,52,
8,8,OKLAHOMA,40,2006,3,Thunderstorm Wind,C,135,SEQUOYAH,0,0,0,0,0.0,0.0,61,
8,8,OKLAHOMA,40,2006,3,Hail,C,13,BRYAN,0,0,0,0,0.0,0.0,1.75,
8,8,OKLAHOMA,40,2006,3,Hail,C,13,BRYAN,0,0,0,0,0.0,0.0,0.88,
8,8,OKLAHOMA,40,2006,3,Hail,C,67,JEFFERSON,0,0,0,0,0.0,0.0,0.88,
8,8,OKLAHOMA,40,2006,3,Hail,C,67,JEFFERSON,0,0,0,0,0.0,0.0,1,
9,9,OKLAHOMA,40,2006,3,Hail,C,85,LOVE,0,0,0,0,0.0,0.0,1.75,
9,9,OKLAHOMA,40,2006,3,Hail,C,123,PONTOTOC,0,0,0,0,0.0,0.0,0.88,
9,9,OKLAHOMA,40,2006,3,Hail,C,123,PONTOTOC,0,0,0,0,0.0,0.0,0.75,
9,9,OKLAHOMA,40,2006,3,Thunderstorm Wind,C,19,CARTER,0,0,0,0,250,0.0,52,
9,9,OKLAHOMA,40,2006,3,Hail,C,63,HUGHES,0,0,0,0,0.0,0.0,0.88,
9,9,OKLAHOMA,40,2006,3,Hail,C,123,PONTOTOC,0,0,0,0,0.0,0.0,0.75,
9,9,OKLAHOMA,40,2006,3,Hail,C,19,CARTER,0,0,0,0,0.0,0.0,1.75,
9,9,OKLAHOMA,40,2006,3,Hail,C,69,JOHNSTON,0,0,0,0,0.0,0.0,1,
