1,1,ALASKA,2,2000,January  ,High Wind,Z,15,COOK INLET,0,0,0,0,0.0,0.0,55,
1,1,CALIFORNIA,6,2000,January  ,Heavy Snow,Z,56,P W RIVERSIDE,0,0,0,0,0.0,0.0,,
1,1,CALIFORNIA,6,2000,January  ,Heavy Snow,Z,55,P SW SAN BERNARDINO,0,0,0,0,40000,0.0,,
1,2,COLORADO,8,2000,January  ,Heavy Snow,Z,18,NORTHWESTERN SAN JUAN MOUNTAINS / E OURAY / X SW GUNNISON / N HINSDALE / SE SAN MIGUEL,0,0,0,0,0.0,0.0,,
1,2,COLORADO,8,2000,January  ,Heavy Snow,Z,17,UNCOMPAHGRE PLATEAU / S MESA EXCEPT X SW / X NE SAN MIGUEL / C MONTROSE / NW OURAY,0,0,0,0,0.0,0.0,,
1,2,COLORADO,8,2000,January  ,Heavy Snow,Z,21,FOUR CORNERS/UPPER DOLORES RIVER/CORTEZ AND VICINITY / X SW SAN MIGUEL / W DOLORES / MONTEAUMA EXCEPT NE,0,0,0,0,0.0,0.0,,
1,2,COLORADO,8,2000,January  ,Heavy Snow,Z,20,PARADOX VALLEY/LOWER DOLORES RIVER / X SW MESA / W MONTROSE / C W SAN MIGUEL / C DOLORES,0,0,0,0,0.0,0.0,,
1,2,COLORADO,8,2000,January  ,Heavy Snow,Z,4,ELKHEAD AND PARK MOUNTAINS/FLAT TOPS/WHITE RIVER PLATEAU / E RIO BLANCO / NE GARFIELD / X NW EAGLE / ROUTT EXCEPT C XS,0,0,0,0,0.0,0.0,,
1,2,COLORADO,8,2000,January  ,Heavy Snow,Z,3,ROAN AND TAVAPUTS PLATEAUS / SW RIO BLANCO / W GARFIELD / PART OF NC MESA,0,0,0,0,0.0,0.0,,
1,2,UTAH,49,2000,January  ,Heavy Snow,Z,28,LA SAL & ABAJO MOUNTAINS,0,0,0,0,0.0,0.0,,
1,2,COLORADO,8,2000,January  ,Heavy Snow,Z,11,CENTRAL GUNNISON AND UNCOMPAHGRE RIVER BASIN/MONTROSE AND VICINITY / W C GUNNISON / PART OF NE MONTROSE / S DELTA / N C OURAY,0,0,0,0,0.0,0.0,,
1,2,COLORADO,8,2000,January  ,Heavy Snow,Z,23,SAN JUAN RIVER BASIN/PAGOSA SPRINGS AND VICINITY / S ARCHULETA,0,0,0,0,0.0,0.0,,
