1,1,NEW JERSEY,34,1999,January  ,Drought,Z,19,BURLINGTON,0,0,0,0,0,0.0,,
1,31,WEST VIRGINIA,54,1999,January  ,Heavy Rain,Z,13,LINCOLN,0,0,0,0,0.0,0.0,,
1,31,OHIO,39,1999,January  ,Heavy Rain,Z,75,ATHENS,0,0,0,0,0.0,0.0,,
1,2,OKLAHOMA,40,1999,January  ,Winter Storm,Z,62,MAYES,0,0,0,0,0.0,0.0,,
1,2,OKLAHOMA,40,1999,January  ,Winter Storm,Z,63,DELAWARE,0,0,0,0,0.0,0.0,,
1,2,OKLAHOMA,40,1999,January  ,Winter Storm,Z,58,OTTAWA,0,0,0,0,0.0,0.0,,
1,31,WEST VIRGINIA,54,1999,January  ,Heavy Rain,Z,40,BARBOUR,0,0,0,0,0.0,0.0,,
1,31,WEST VIRGINIA,54,1999,January  ,Heavy Rain,Z,8,JACKSON,0,0,0,0,0.0,0.0,,
1,31,WEST VIRGINIA,54,1999,January  ,Heavy Rain,Z,29,GILMER,0,0,0,0,0.0,0.0,,
1,31,WEST VIRGINIA,54,1999,January  ,Heavy Rain,Z,36,FAYETTE,0,0,0,0,0.0,0.0,,
1,31,WEST VIRGINIA,54,1999,January  ,Heavy Rain,Z,19,RITCHIE,0,0,0,0,0.0,0.0,,
1,31,WEST VIRGINIA,54,1999,January  ,Heavy Rain,Z,15,KANAWHA,0,0,0,0,0.0,0.0,,
1,2,OKLAHOMA,40,1999,January  ,Winter Storm,Z,57,CRAIG,0,0,0,0,0.0,0.0,,
1,31,WEST VIRGINIA,54,1999,January  ,Heavy Rain,Z,25,LOGAN,0,0,0,0,0.0,0.0,,
1,31,WEST VIRGINIA,54,1999,January  ,Heavy Rain,Z,30,LEWIS,0,0,0,0,0.0,0.0,,
1,31,WEST VIRGINIA,54,1999,January  ,Heavy Rain,Z,26,BOONE,0,0,0,0,0.0,0.0,,
1,31,WEST VIRGINIA,54,1999,January  ,Heavy Rain,Z,5,WAYNE,0,0,0,0,0.0,0.0,,
1,31,WEST VIRGINIA,54,1999,January  ,Heavy Rain,Z,24,MINGO,0,0,0,0,0.0,0.0,,
1,31,WEST VIRGINIA,54,1999,January  ,Heavy Rain,Z,39,UPSHUR,0,0,0,0,0.0,0.0,,
1,31,WEST VIRGINIA,54,1999,January  ,Heavy Rain,Z,11,TYLER,0,0,0,0,0.0,0.0,,
